;movieName;Metascore_w;Author;AuthorHref;Date;Summary;InteractionsYesCount;InteractionsTotalCount;InteractionsThumbUp;InteractionsThumbDown;AbsoluteScoreIncrease;RelativeScoreIncrease
46;the-book-of-henry;4;TVJerry;/user/TVJerry;Jun 20, 2017;"[ ""This film started with a rating of 7, but as the plot progressed, it dwindled down to the current 4. The story starts with promise: Naomi Watts plays a single mom to 2 boys, one of whom has a precocious intellect. The 2 young actors make the movie: Jaeden Lieberher (\""St. Vincent\"") and Jacob Tremblay (\""Room\"") both turn in impressively deep and touching performances. Once the family's warm, spunky relationship is established, the unpleasant activities next door cast gloom over their happiness. After an unfortunate twist, the plot deteriorates into an implausible scheme with gaping gaps in the logic. Ultimately, what started as a compelling drama fails with a wimpy ending."" ]";0.0;1.0;0.0;1.0;1;1.3333333333333333
52;churchill;4;TVJerry;/user/TVJerry;Jun  4, 2017;"[ ""In the final few days before D-Dav the titular English Prime Minister furiously fights the Allied Forces to abandon the invasion. His wife's support adds a personal slant. Brian Cox effectively captures the man's mannerisms, as he struggles mightily with the dilemmas (although not as effectively as John Lithgow in last year's The Crown). Since he's in almost every shot, his bluster and apprehension get a bit tiresome. The tedious pacing and repetitive debate keep the film from ever creating any emotional resonance. At least the cinematography is pretty."" ]";2.0;2.0;2.0;0.0;1;1.3333333333333333
182;personal-shopper;4;TVJerry;/user/TVJerry;Mar 24, 2017;"[ ""Kristen Stewart lives in Paris, where she works a famous woman picking up her designer clothes, but it's not an especially glamorous gig. Meanwhile, she's a medium waiting for a sign from her recently deceased twin brother. Since this was made by French director Olivier Assayas, (who cast Stewart to play the personal assistant to Juliette Binoche in \""Clouds of Sils Maria\"") you can expect a slow, observational style that lets scenes play out without much emotion. Stewart rides thru the role with little expression, while the supernatural element only serves to complicate matters in this fragmented screenplay. Some mysterious events added a bit of apprehension and hope for some spooks. Unfortunately, after it was over, I had no idea what had happened or why we were supposed to care."" ]";1.0;1.0;1.0;0.0;1;1.3333333333333333
623;the-dark-tower;4;TVJerry;/user/TVJerry;Aug  4, 2017;"[ ""A boy with special powers escapes into a grand universe where a gunslinger (Idris Elba playing it cool) is tracking down a really evil man (Matthew McConaughey also playing it cool…and mean). He's out to seek revenge and save us from a demonic takeover. I haven't read the series of Stephen King stories that inspired this film, but the screenplay has many of his trademark elements. Put together, they create a truly compelling setup. Unfortunately, the payoff lands with yawn…or not at all. While there are some interesting visuals and the fights aren't awful, the narrative never takes hold to provide any thrills or surprises."" ]";2.0;3.0;2.0;1.0;1;1.3333333333333333
1103;the-dinner;4;TVJerry;/user/TVJerry;May  9, 2017;"[ ""There's a compelling dilemma at the center of this film, but all the pretentious crap that surrounds it makes it incoherent and frustrating. Two couples (Richard Gere, Laura Linney, Steve Coogan & Rebecca Hall) meet for a meal in a fancy restaurant to discuss how they're going to deal with the horrible crime that their teenage sons have committed. Intriguing. Then, narrative ramblings and other side trips dilute the narrative momentum and keep the drama from ever building. To make matters worse, the writing never rises to meet the complex nature of the scenario. The cast has strong moments, but they can't rise above the meager meal of a script."" ]";0.0;0.0;0.0;0.0;1;1.3333333333333333
1499;colossal;4;TVJerry;/user/TVJerry;May  2, 2017;"[ ""First impression: This looks like a quirky comedy about a woman (Anne Hathaway) who discovers she's the force behind a giant monster that's terrifying Seoul. Reality: This is indeed a peculiar scenario, but it's never funny and not very good. Comic actor Justin Sudeikis also figures prominently in the story and he doesn't crack one joke. This is a dreary drama about lost love that magnifies the conflict thru giant beasts. The concept is compelling, but the dark, angry attitude and sluggish pace override the quirky appeal. The holes in the logic don't help its case."" ]";1.0;1.0;1.0;0.0;1;1.3333333333333333
1615;going-in-style;4;TVJerry;/user/TVJerry;Apr 11, 2017;"[ ""3 retirees (Morgan Freeman, Michael Caine, Alan Arkin) discover their pension fund is being discontinued, so they decide to rob a bank. Surprisingly, the heist itself isn't the finish line, there's a whole post-robbery investigation they have to elude. The ageist jokes (even out of their own mouths) are in abundance, but the laffs are minimal. This cast is talented, but only Arkin has any humor in his portrayal Christoper Lloyd's clueless character is an insult and an embarrassment). Considering that director Zach Braff has a history in comedy, he didn't impart any of his skills to this movie. It doesn't help that the script is flat and predictable."" ]";0.0;0.0;0.0;0.0;1;1.3333333333333333
2687;the-sense-of-an-ending;4;TVJerry;/user/TVJerry;Mar 20, 2017;"[ ""The title of this movie lends itself to jokes about the film's indulgent tedium. The script describes Jim Broadbent's character as a curmudgeon and they're never especially sympathetic. As he delves the memories and meanings of a long-ago relationship , we see that he's always been a bit of a dick. Even so, we're forced to watch the slow revelation of his past, while not particularly caring about the man. Broadbent and the rest of the cast are fine, but the restrained storytelling and tame emotions will only be of interest to those who enjoy a mature character study in the studied manner of a novel (guess what…the film is based on one)."" ]";0.0;0.0;0.0;0.0;1;1.3333333333333333
2743;fist-fight;4;TVJerry;/user/TVJerry;Feb 23, 2017;"[ ""When a nebbish English teacher (Charlie Day) crosses the angriest member of the high school faculty (Ice Cube), the titular event is on. Day spends the rest of the movie frantically trying to avoid the throw down. He can be very funny and does have moments, but more often his frenzied energy just comes off desperate. There are a few supporting characters who add most of the humor, but even so, the script isn't especially funny. The best scene is when Ice Cube gets to utter the most famous line from his NWA days. NOTE: Stay thru the early credits for outtakes and thru all of them for an extended improv by Tracy Morgan."" ]";0.0;0.0;0.0;0.0;1;1.3333333333333333
2832;the-lego-batman-movie;4;TVJerry;/user/TVJerry;Feb 14, 2017;"[ ""Batman proved so popular in the previous Lego movie, that he returns with his own…on his own…all alone. Can he learn to work with others to save Gotham from the Joker? Other than a different plot, this is pretty much like the original. The visual style is cluttered, none of the characters are particularly memorable, the jokes are often bad and the many chases are lively but unfocused.  The energetic approach should please young viewers, but I didn't care much for the original and found this one even less amusing or inventive."" ]";3.0;5.0;3.0;2.0;1;1.3333333333333333
3397;a-cure-for-wellness;4;TVJerry;/user/TVJerry;Feb 22, 2017;"[ ""This mish-mash mess of a story takes a young New York exec (Dane DeHaan) to a wellness center in the Alps (a stunning location). He immediately senses something's not right and spends the rest of this almost 2 1/2 hour movie sneaking around the property trying to uncover the truth behind the mysterious experiments. Inexplicably, he seems to have access to the property's most secretive recesses. There's lots of creepy settings and ominous music, but no suspense. The plot, which is riddled with holes, borrows elements from dozens of previous films, including hints of \""Frankenstein\"" and \""Phantom of the Opera.\"" It's sometimes visually interesting and even occasionally unnerving, but not nearly enuff to support the tedium of the pace. The finale doesn't live up to the promise of a shocking revelation."" ]";0.0;2.0;0.0;2.0;1;1.3333333333333333
4101;20th-century-women;4;TVJerry;/user/TVJerry;Jan 23, 2017;"[ ""The previous film by writer/director Mike Mills was \""Beginners,\"" which I called \""a numbingly navel-gazing, somewhat arty examination of life, love and happiness. Too heady to be enjoyable.\"" I can use that same critique for this film. It stars Annette Bening as an atypical mother in her 50s, who's concerned about her relationship with her adolescent son (Lucas Jade Zumann). She enlists the help of 2 female boarders (Greta Gerwig & Elle Fanning) to help form his character. Bening, who looks delightfully unglamourous, is complex and compelling every moment she's on screen. It's her first major role in a while and she's wondrous. The rest of the cast is fine, but it's the uninteresting episodic narrative and lackluster direction that make the film more self-indulgent than entertaining."" ]";2.0;5.0;2.0;3.0;1;1.3333333333333333
4217;a-monster-calls;4;TVJerry;/user/TVJerry;Jan  8, 2017;"[ ""A 12-year-old boy (Lewis MacDougall) is bullied at school, and to make matters worse, his mother (Felicity Jones) is dying. A giant anthropomorphic tree (voiced by Liam Neeson ) appears to tell the boy fables, which are animated in a lovely water color style. Although I heard a few sniffles in the theater, I found this film excruciatingly cloying. The atmosphere was morose from start to finish with nary a bright moment. While the subject matter is certainly sad, the film's eccentric story, listless pace and relentless gloomy approach result in a lack of any real emotional connection. EASTER EGG: Look for Neeson's foto in a quick pan across a table."" ]";1.0;6.0;1.0;5.0;1;1.3333333333333333
4273;office-christmas-party;4;TVJerry;/user/TVJerry;Dec 16, 2016;"[ ""The title pretty much says it all: In an effort to keep their branch open, the management of a high tech firm throws a massive bash to impress a potential client. Mayhem ensues, but with few hilarious antics or genuine laffs. Despite a cast with established comic skills (Jason Bateman, Jennifer Aniston), the only really funny person was Kate McKinnon (T.J. Miller manages a few moments of his lovable dimwit humor). The energy never lags and the large cast features a number of potential new talents, but this script does little to showcase their skills. Despite the promise of hilarious havoc, this movie is a party crasher."" ]";0.0;0.0;0.0;0.0;1;1.3333333333333333
6097;the-light-between-oceans;4;TVJerry;/user/TVJerry;Sep 12, 2016;"[ ""Michael Fassbender plays a troubled WWI vet who becomes a lighthouse keeper on a remote Australian island.  His marriage (Alicia Vikander) is idyllic, until a baby washes ashore and they decide to adopt it. Director Derek Cianfrance (The Place Beyond the Pines, Blue Valentine) likes to make deep, dark films and he's created a cinematic novel in this one: the scenes are slowly paced, there are quiet moments of atmosphere (and lovely oceanscapes) and the story sprawls (133 minutes). While the performances are noble, their complicated conflicts never create much emotional intensity. This attempt at a sweeping, classic romance has plenty of romantic fervor, but falls short of dramatic power."" ]";0.0;0.0;0.0;0.0;1;1.3333333333333333
6711;equity;4;TVJerry;/user/TVJerry;Sep 11, 2016;"[ ""Anna Gunn plays an investment banker who's trying to launch a new IPO, while all manner of intrigue swirls around her. Unfortunately, the plot machinations are relatively bland and lack any surprises. To make matters even less exciting, the low-key approach and lax pacing hinder any tension from building. Gunn is OK, but never really grabs the screen.  She mostly just looks stern and steely. While the film is trying to make a feminist statement, it doesn't succeed in being sufficiently interesting or compelling to complete the argument."" ]";1.0;1.0;1.0;0.0;1;1.3333333333333333
7157;ben-hur;4;TVJerry;/user/TVJerry;Sep  7, 2016;"[ ""In his early career Timur Bekmambetov, directed some wonderfully innovative films (Day Watch, Wanted), so I was hoping this movie's famous chariot race would at least be cool. There were some high-energy moments and a few good crashes, but this scene (and the whole film) just felt lax. This epic follows the conflict of 2 half-brothers in the time of Jesus: one is a Jewish price and the other a Roman. With the exception of the big boat battle, there's little dramatic tension. Ben-Hur's more concerned about emotional engagement than conflict, so we get a heartfelt drama when we want spectacle. It doesn't help that Jack Huston in the titular role lacks the charisma or presence to give it momentum."" ]";0.0;0.0;0.0;0.0;1;1.3333333333333333
7695;cafe-society;4;TVJerry;/user/TVJerry;Aug  1, 2016;"[ ""Jesse Eisenberg is the latest delightful incarnation of writer/director Woody Allen's classic neurotic character. He plays a young man who moves to '30s Hollywood for a job in the film industry. Although show biz names are frequently dropped, this isn't a behind-the=camera story. It centers around his frustrated love affair with a young secretary (Kristen Stewart, who shows no special allure in the role). Even with Allen's energetic style, the dialogue is usually flat and most scenes go on too long. What the film has going for it is the art direction: beautiful sets/locations, lovely costumes and Vittorio Storaro's rich, gorgeous classic cinematography."" ]";2.0;2.0;2.0;0.0;1;1.3333333333333333
8252;lights-out;4;TVJerry;/user/TVJerry;Jul 29, 2016;"[ ""A boy is terrified by a menacing specter that only appears in the dark…and happens to be his distraught mother's evil friend. He gets his sister and her bf involved in fighting this malevolence ghost. These movies always have the \""jump-out-of-the-dark\"" scares and this one has its share. There's nothing else that makes this film stand out. It has a mild sense of menace, but never really raises much tension."" ]";1.0;2.0;1.0;1.0;1;1.3333333333333333
9697;the-lobster;4;TVJerry;/user/TVJerry;Jun  4, 2016;"[ ""Colin Farrell gained 40 pounds to make him dowdy for his character, a single man checking into a special hotel. He has 45 days to find a new mate or he'll be turned into the animal of his choosing (guess what he chose?). Yes, this is an alternate world (think Charlie Kaufman) with strict rules and weird procedures. The quiet wit and peculiar circumstances start with compelling imagination. By the 2nd hour, the narrative deteriorates into a slow-moving romance with more meanness and less humor. The actors speak with stilted stiffness and minimal emotion. While the absurdist setup is interesting and the payoff is equally weird, the film loses creative momentum. This must have been interesting for Farrell, but I hope he can lose that gut."" ]";2.0;3.0;2.0;1.0;1;1.3333333333333333
10949;zoolander-2;4;TVJerry;/user/TVJerry;Feb 18, 2016;"[ ""Instead of genuinely funny stuff, this film’s major shortcoming is that it relies so heavily on cameos (30+ ranging from Valentino to Willie Nelson to Neil deGrasse Tyson). Ben Stiller (who also directed and co-wrote) and Owen Wilson return as vacuous models, who after years of seclusion, find out that they’re no longer in vogue. The first half spoofs the fashion industry (to mostly lame effect), but when Will Farrell appears as the villain, the focus shifts to an equally unexciting attempt at becoming an action flick. There are a few amusing moments and lots of energy, but the majority of this selfie falls flat. Sadly, the cameos are the most fun thing about it."" ]";1.0;1.0;1.0;0.0;1;1.3333333333333333
11592;jane-got-a-gun;4;TVJerry;/user/TVJerry;Feb  4, 2016;"[ ""With a title like this, you’d expect Jane to be a kick-ass gunslinger. Not the case. It’s set in 1870s New Mexico, where a woman (Natalie Portman) pays her ex-lover (Joel Edgerton) to help save her wounded husband from an outlaw gang (led by an unrecognizable Ewan McGregor). It’s Edgerton who handles most of the action, but those scenes are in short supply. Much of the narrative is spent in flashbacks that show how they ended up in this situation and in quiet conversations about their relationships. Even with a strong cast and some decent gunplay, so much of this film focuses on those tedious personal interactions that I wanted to use the gun on myself."" ]";1.0;2.0;1.0;1.0;1;1.3333333333333333
11730;ghostbusters-2016;4;TVJerry;/user/TVJerry;Jul 21, 2016;"[ ""It's ironic that the all-female quartet of today's hottest comic talents was outshined by the only major male in the cast (a delightfully ditzy Chris Hemsworth). It's also ironic that the two established stars (Melissa McCarthy & Kristen Wiig) come off as trite and tired, while the 2 newer SNL talents (Kate McKinnon & Leslie Jones) turn out the funniest moments. Some of this isn't their fault: the script offers nothing new and seldom supplies any amusing situations or clever punch lines. The action scenes are flat and the ghost efx are a yawn. Director Paul Fieg has kept the energy up, so even when it's dumb, it's never dull. NOTE: There are some fun bits DURING the closing credits and one final gag AFTER them."" ]";10.0;14.0;10.0;4.0;1;1.3333333333333333
11854;dirty-grandpa;4;TVJerry;/user/TVJerry;Jan 29, 2016;"[ ""Robert De Niro has slummed before, but this is the nadir of his career. He takes his rigid grandson (Zac Efron) on a trip full of substance abuse, sexual encounters and other hopefully-shocking stuff. The script tries desperately to be raunchy and outrageous, but most of it’s not funny. De Niro cusses shamelessly and acts offensively, while Efron lacks any comic fun in his straight-laced reactions (although he flashes his buffness several times). The plot (learning to relax and follow his true self) follows the most trite path ever. To its credit, some of the supporting characters are fun and the pace never lags, but the movie’s effort to be excessive is just embarrassing. If you must see an octogenarian out of control, see Johnny Knoxville as BAD GRANDPA. It’s genuinely hilarious and even a little sweet."" ]";1.0;4.0;1.0;3.0;1;1.3333333333333333
13639;the-last-witch-hunter;4;TVJerry;/user/TVJerry;Oct 28, 2015;"[ ""Vin Diesel is the title character, leading the earthly battle against witches…most importantly the resurrected Queen Witch. The film starts out promisingly with mysterious magic spells, cool special effects and a few noisy confrontations. About midway thru, a painfully predictable plot and tedious talky sequences drag down the action. Tossing in Elijah Wood and Michael Caine adds a bit of class, but by the time it's over, things have deteriorated into unexciting fights and dreary drivel."" ]";6.0;8.0;6.0;2.0;1;1.3333333333333333
13658;chi-raq;4;TVJerry;/user/TVJerry;Dec 10, 2015;"[ ""Spike Lee has made some entertaining films, but when he gets political, things get heavy-handed real fast. The women of Chi-Raq (named because there are more gun deaths in Chicago than Afghanistan and Iraq combined) decide to withhold sex in an attempt to force their men to stop the violence. Their slogan, \""No Peace, No **** The ploy is obviously based on the ancient Greek play “Lysistrata,” but I had no idea how literally Lee would take it: a chorus (Samuel L. Jackson), rhyming couplets, stylized confrontations. Even so, it might have worked if the message points weren't hammered home so bluntly and repeatedly…for 30 minutes longer than necessary."" ]";1.0;1.0;1.0;0.0;1;1.3333333333333333
14872;pan;4;TVJerry;/user/TVJerry;Oct 22, 2015;"[ ""This Peter Pan prequel starts with the boy as an orphan who's whisked away by pirates in a flying ship to Neverland, where he encounters the major characters that make up the myth: Tiger Lily (Rooney Mara), James Hook (Garrett Hedlund) and Blackbeard (Hugh Jackman). We've become so enamored of dazzling special effects that the visuals here, even though beautifully designed, never capture the imagination. The continuous action is energetic, but not really exciting and the performances vary from weird (Jackman) to downright hammy (Hedlund). Dramatic director Joe Wright is literally out of his element with this big adventure. The most compelling moments are the early orphanage scenes. Otherwise, it's launches like big-budget, but never realizes the flight of fantasy."" ]";2.0;3.0;2.0;1.0;1;1.3333333333333333
15937;mistress-america;4;TVJerry;/user/TVJerry;Sep  9, 2015;"[ ""Noah Baumbach's personal, indie films are sometimes smart but always self-conscious and self-indulgent. This one continues the habit. Lola Kirke plays a freshman who isn't having an expectedly exciting college experience. She finds out that her mom is re-marrying and that her free-spirited new stepsister (Greta Gerwig) is living in Manhattan. Their quick connection is driven by Gerwig's character, who we're supposed to think is quirky, charming and funny (but oh so flawed). This is basically mumblecore hyped up with screwball comedy aspirations. Unfortunately, very little of it was quirky, charming or funny…just labored in it's attempts. There's lots of energy, but the lead duo isn't engaging, the supporting characters are uninteresting and the script doesn't amuse."" ]";1.0;3.0;1.0;2.0;1;1.3333333333333333
16773;magic-mike-xxl;4;TVJerry;/user/TVJerry;Jul  3, 2015;"[ ""Three years after the first movie ends, the Kings of Tampa travel to one final show at a stripper's convention. On the way: they talk about their future plans, they talk about their love for each other, the entire gang only performs in the closing production (and then it's only abbreviated duos with audience members and tedious intros from Jada Pinkett Smith). The flesh fest of the original is gone, but more importantly, Matthew McConaughey's magnetic personality isn't there to give the movie vigor. There are a few fun moments and some early solos that are enjoyable, but these guys have embraced their feminine side with all their sensitive sharing and dull chatter."" ]";1.0;1.0;1.0;0.0;1;1.3333333333333333
17743;lambert-stamp;4;TVJerry;/user/TVJerry;May 21, 2015;"[ ""Don't see this film hoping to enjoy a history of The Who. Although their timeline is covered, the majority of this doc is about the duo that managed them. Chris Stamp and Kit Lambert wanted to be filmmakers, so they decided to find a music group for their subject. This grew into a very influential partnership with the band. This film's biggest flaw is the lack of editorial judgment. Almost every quote goes on too long. After the point is made, they stumble on, repeating themselves. It is crammed with frantically edited footage of the band from all stages (on and off), but the focus is on the titular characters, who drone on in endless soundbites. For hardcore fans of The Who or lovers of rock history sidebars."" ]";0.0;0.0;0.0;0.0;1;1.3333333333333333
19091;the-gunman;4;TVJerry;/user/TVJerry;Mar 24, 2015;"[ ""Sean Penn is on the run after the guys who hired him to assassinate a major figure are out to eliminate him. His plight takes him down too many talky pathways and dull romantic moments. Since it's directed by Pierre Morel (who did the original \""Taken\""), the fight scenes are flashy and violent. There just aren't enough of them. Penn's very fit body (which is shown off plenty) belies his craggy, rough face, which is locked in an intense scowl. A forgettable film."" ]";1.0;1.0;1.0;0.0;1;1.3333333333333333
19542;get-hard;4;TVJerry;/user/TVJerry;Mar 31, 2015;"[ ""When a pompous investment banker (Will Farrell) is convicted of a crime, he hires the only black man he knows (Kevin Hart) to prepare him for prison. The premise is promising, but the movie relies on lame predictable subjects (gay panic, racial stereotypes, obvious villains) instead of genuine comic writing. Hart's motor mouth provides most of laffs, while Farrell's broad, buffoon style is often annoying. There are memorable out comic moments and almost nobody in the supporting cast adds any humor (T.J. Jagodowski's friendly gay is an exception). The dialogue feels like writer/director Elan Cohen let the 2 leads improvise most of the bits and didn't exercise any control on their effusive styles. Their chemistry's not bad and there are some funny parts, but more often it just tries too hard."" ]";1.0;3.0;1.0;2.0;1;1.3333333333333333
20133;mcfarland-usa;4;TVJerry;/user/TVJerry;Feb 26, 2015;"[ ""There have been many movies about a misfit team of underdogs and this one is so firmly fixed in the formula that almost every plot point is predictable. Kevin Costner plays a coach, who's made so many mistakes that the only job he can find is in the titular town that's dominated by Mexican farm workers. When he discovers how tough and fast the students are, he forms a cross country track team. Usually, each team member has a personality, but this one only revolves around 2. It's also missing any humor, which would have added warmth. The only thing that sets this one apart is the focus on the Latino culture. Even though it is earnest (and based on a true story), it hits all of the clichés."" ]";0.0;2.0;0.0;2.0;1;1.3333333333333333
20490;blackhat;4;TVJerry;/user/TVJerry;Jan 19, 2015;"[ ""The subject matter (international cybercrime) and director Michael Mann (often stylistically innovative) promised a cool look at this timely subject. Unfortunately, it quickly turns into a typical Bourne-type actioner with a few keystrokes thrown in. Chris Hemsworth plays a jailed hacker, whose brought out of jail and onto the case to track down the criminal who's already caused a nuclear disaster. There's a lackluster love interest that slows down what little momentum that exists. Nothing about the approach or the writing is original and the sluggish pace isn't augmented by any of Mann's visual style."" ]";2.0;5.0;2.0;3.0;1;1.3333333333333333
20538;the-spongebob-movie-sponge-out-of-water;4;TVJerry;/user/TVJerry;Feb 10, 2015;"[ ""The animated gang faces a crisis when the recipe for Crabby Cakes goes missing. Their frantic search leads them on land to chase a human pirate (Antonio Bandares). As on the TV show, the cheerful pace never slows, but many of these jokes fall flat. I was hoping to find sly references or double entendres for my grownup sense of humor, but that didn't happen. The kids at the show only laffed out loud 2 or 3 times. While it's upbeat and frantic, not much was original or genuinely funny."" ]";1.0;3.0;1.0;2.0;1;1.3333333333333333
21206;it-follows;4;TVJerry;/user/TVJerry;Apr  2, 2015;"[ ""A group of teens deals with a specter that haunts its victims and slowly follows them to potential death. Anyone who knows john carpenter's early work will appreciate the parallels: glacial wide-angle gliding camera, ominous synthesized score and suburban dread. Speaking of old school, i like my horror films to have some juicy scares or genuinely frightening villains. This film offers neither. It's depends more on creepy than scary. There are a few lame frights and lots of low-key…make that no-key suspense. I found it too talky and disappointingly dull."" ]";2.0;7.0;2.0;5.0;1;1.3333333333333333
21410;jupiter-ascending;4;TVJerry;/user/TVJerry;Feb  9, 2015;"[ ""Since their big hits, the Wachowskis have tried all kinds of promising spectacles, but none have approached the breakthrough status of their \""Matrix\"" trilogy. In this one, a woman named Jupiter (Mila Kunis) isn't very happy with her mundane existence, until she's whisked off to another galaxy by a hunky alien (Channing Tatum). She enters a universe where her genetic signature promises amazing things. Sounds cool enough, but the visuals offer nothing that a high-end videogame doesn’t. There are no dazzling new EFX or wondrous concepts, just a lot of hectic, noisy chases and impending-doom drama. It feels like the filmmakers have attempted to assemble a blockbuster by delivering all of the genre's staples, but have ended up with a bland and unexciting derivative."" ]";2.0;6.0;2.0;4.0;1;1.3333333333333333
21618;the-babadook;4;TVJerry;/user/TVJerry;Dec 15, 2014;"[ ""A pregnant woman's husband is killed on the way to have their baby. Six years later, the widowed mother and child are still a mess and to make matters worse, an evil presence invades their home. Anyone who has seen Japanese spirit haunting films like \""The Grudge\"" and \""The Ring\"" will recognize the scare tactics: ominous music, loud crashes, quick glimpses of a creepy presence and lots of terrified reactions. While the characters are compelling (especially young Noah Wiseman), the suspense is low-key and predictable. I wasn't scared or surprised once."" ]";4.0;8.0;4.0;4.0;1;1.3333333333333333
22845;dumb-and-dumber-to;4;TVJerry;/user/TVJerry;Nov 18, 2014;"[ ""They're back, 20 years later and as dumb as ever. Unfortunately, not as funny. This time they set out to find Harry's long-lost daughter, but not without silly complications. There are a funny moments scattered around and the duo still brings plenty of goofy energy. It's just that more of the jokes fall flat than land a laff. At least they didn't stoop to the current trend in gross-outs gags, but went for the classic stupid characters."" ]";2.0;2.0;2.0;0.0;1;1.3333333333333333
23241;the-disappearance-of-eleanor-rigby-them;4;TVJerry;/user/TVJerry;Sep 20, 2014;"[ ""James McAvoy and Jessica Chastain (whose character is named after the Beatles song) become estranged after suffering from 2 somewhat trite tragic events. With lesser actors, this movie would be insufferable. The situations are predictable and the writing sometimes attempts to be flippant, but is mostly mundane. The brooding and frustration become tedious, but their performances make it bearable. Viola Davis, as usual, creates the most interesting character in the movie. \""Them\"" shows their misery from both points of view. It's planned to release 2 additional movies, one focusing on each experience. After seeing this combo, there's no reason to ever see any part of it again."" ]";2.0;3.0;2.0;1.0;1;1.3333333333333333
24006;dracula-untold;4;TVJerry;/user/TVJerry;Oct 23, 2014;"[ ""This new twist on the origination of the most famous vampire substitutes melodrama and mediocre CGI action for chills. Prince Vlad is presented as the benevolent leader of his flourishing, peaceful country until the Turks threaten to invade and take 1000 boys in the process. To overcome the threat, he seeks dark powers, which give him superfighting skills and swarms of bats to do his bidding. The action is unoriginal and the special effects are average, but it's the tedious family drama that sucks the blood out of the film."" ]";2.0;4.0;2.0;2.0;1;1.3333333333333333
24792;tusk;4;TVJerry;/user/TVJerry;Sep 25, 2014;"[ ""While watching this movie, I couldn't figure it out: starts as a creepy thriller (with nods to \""Human Centipede), tosses in campy elements and features several extremely verbose rants (featuring an uncredited Johnny Depp in heavy disguise…again).  Then I discovered it was written/directed by Kevin Smith, which explains a lot. Justin Long plays a podcaster who travels to Manitoba and discovers a man with eloquent stories, only to find himself captive and turned into a walrus. This bizarre curiosity offers some fun, but lots of head-scratching. Ultimately, it's too self-indulgently talky and downright silly. NOTE: Stay thru the credits to hear Smith in the actual podcast that served as the inspiration AND to see Depp in one final gag."" ]";1.0;2.0;1.0;1.0;1;1.3333333333333333
25082;the-expendables-3;4;TVJerry;/user/TVJerry;Aug 22, 2014;"[ ""The only way to up the stakes is to toss in a few more names, so Mel Gibson, Harrison Ford and Kelsey Grammer join some of the stalwarts. After leader Sylvester Stallone fires his old gang, he recruits a bland new group of younger talent (and Antonio Banderas for laffs). The gun-heavy action scenes are a confusing blur with odds that are even more absurd. Some of the one-liners manage a chuckle, but the \""serious\"" moments drag down the pace. This is pretty much an action in-joke with nobody trying very hard."" ]";2.0;3.0;2.0;1.0;1;1.3333333333333333
25368;jersey-boys;4;TVJerry;/user/TVJerry;Jun 24, 2014;"[ ""Usually, I don't compare a book or play to the movie adaptation, but in this case it's necessary. If you're expecting the hit brought to the big screen, you're in for a huge letdown. This dreary tale focuses on the unpleasant reality from the show without any of the life and fun that the music added. It chronicles the personal life behind The Four Seasons, but makes everyone unattractive and unlikable. They pose and argue like mini Sopranos without ever enjoying their success. Director Clint Eastwood has chosen equally harsh light and an ugly pallatte that makes the drama even more dreadful. To heap on the insult, their hits are often relegated to background music and that closing music video is just embarrassing."" ]";2.0;2.0;2.0;0.0;1;1.3333333333333333
26137;sex-tape;4;TVJerry;/user/TVJerry;Jul 24, 2014;"[ ""Cameron Diaz & Jason Segel play a married couple who decide to spice up their sex life by recording it. Needless to say, it gets out of their hands, which is supposed to cause a zany time. As a screen couple, Diaz provides the hot and Segel handles the comedy. Unfortunately, the majority of the movie is spent with them in mediocre banter and their chemistry isn't special. The attempts at madcap situations are overblown and silly. Despite the efforts at outrageous humor and enuff F-bombs to make Tarantino blush, most of the gags fall flaccid (pun intended). The upbeat energy keeps it moving, but the genuine laffs are overclouded by everyone trying too hard (pun also intended)."" ]";3.0;4.0;3.0;1.0;1;1.3333333333333333
26302;obvious-child;4;TVJerry;/user/TVJerry;Jul  1, 2014;"[ ""I'm not a fan of \""Girls\"" and I’m not a fan of the lead character in this movie (played by Jenny Slate). She seems to inhabit the same mundane world from the HBO series, but her character makes it less appealing: she's a comedian who's not funny and a whiny, wimpy woman who's not sympathetic. Many aspects of her life start to crumble, when she meets a sweet man who changes things (and he's the only bright spot). When you don't care about the self-destructive, self-indulgent pivotal character and don't find her humor amusing, there's not much to like."" ]";2.0;3.0;2.0;1.0;1;1.3333333333333333
27040;a-million-ways-to-die-in-the-west;4;TVJerry;/user/TVJerry;Jun  5, 2014;"[ ""Seth MacFarlane wrote, directed and stars in this meager attempt at a spoof on Westerns. He plays a wimpy sheep farmer who hates living in the wild country and is frustrated in relationships. More disappointingly, there's too much of his quest for love/courage and not enough pursuit of laffs. Some of the gags are clever, but too many fall flat or never even materialize. On top of that, MacFarlane lacks the gift of a comic actor (refer to the film's funny standout, Neil Patrick Harris to see how it's done). The rest of the supporting cast is not drawn with sufficient hilarity. While MacFarlane is a likable presence and the film has a good-natured tone, the potential for outrageous farce lands a dud. NOTE: Sit thru the credits for one final lame gag."" ]";0.0;0.0;0.0;0.0;1;1.3333333333333333
